STATIC USAGE ANALYSIS - 33619 symbols
==================================================
 786.     14 "rustc_borrowck::handle_placeholders"
 787.     14 instantiate_own
 788.     14 "rustc_borrowck::diagnostics::bound_region_errors"
 789.     14 as_mut
 790.     14 eat_keyword
 791.     14 walk
 792.     14 "1.88.0"
 793.     14 pointer_size
 794.     14 "compiler/rustc_trait_selection/src/traits/fulfill.rs"
 795.     14 "step"
 796.     14 as_u32
 797.     14 256
 798.     14 "rustc_hir::definitions"
 799.     14 "rustc_middle::mir::interpret::queries"
 800.     14 Const
 801.     14 "1.91.0"
 802.     14 "rustc_borrowck::diagnostics::mutability_errors"
 803.     14 "compiler/rustc_resolve/src/diagnostics.rs"
 804.     14 deeply_normalize
 805.     14 "1.82.0"
 806.     14 "rustc_abi::layout"
 807.     14 lto
 808.     14 code
 809.     14 explicit_super_predicates_of
 810.     14 "compiler/rustc_trait_selection/src/traits/wf.rs"
 811.     14 "rustc_codegen_ssa::mir::operand"
 812.     14 "rustc_next_trait_solver::solve::eval_ctxt::canonical"
 813.     14 FIELDS
 814.     14 1024
 815.     14 "rustc_driver_impl::pretty"
 816.     14 "rustc_mir_transform::patch"
 817.     14 lower_ty
 818.     14 "rustc_hir_typeck::cast"
 819.     14 dump_mir
 820.     14 "rustc_hir_analysis::variance::constraints"
 821.     14 is_uninhabited
 822.     14 is_conditionally_const
 823.     14 impl_trait_header
 824.     14 inner
 825.     14 non_enum_variant
 826.     14 par_hir_for_each_module
 827.     14 "source"
 828.     14 primary_message
 829.     14 "rustc_metadata::rmeta::decoder"
 830.     14 opt_str
 831.     14 "1.85.0"
 832.     14 "compiler/rustc_mir_transform/src/shim.rs"
 833.     14 new_lower_hex
 834.     14 "1.86.0"
 835.     14 take_while
 836.     13 ">"
 837.     13 "compiler/rustc_const_eval/src/interpret/step.rs"
 838.     13 "param_env"
 839.     13 Error
 840.     13 check
 841.     13 is_whitespace
 842.     13 from_bits
 843.     13 "compiler/rustc_middle/src/ty/instance.rs"
 844.     13 32
 845.     13 "kind"
 846.     13 optimized_mir
 847.     13 "item"
 848.     13 "id"
 849.     13 "bb"
 850.     13 qpath_res
 851.     13 data
 852.     13 flat_map_in_place
 853.     13 or
 854.     13 "typing_env"
 855.     13 "compiler/rustc_mir_dataflow/src/move_paths/builder.rs"
 856.     13 visit_generics
 857.     13 Value
 858.     13 with_ctxt
 859.     13 "compiler/rustc_mir_transform/src/dest_prop.rs"
 860.     13 coroutine_closure_sig
 861.     13 trait_def
 862.     13 "compiler/rustc_const_eval/src/interpret/eval_context.rs"
 863.     13 "cause"
 864.     13 "compiler/rustc_infer/src/infer/region_constraints/mod.rs"
 865.     13 171
 866.     13 hir_free_items
 867.     13 extend_from_slice
 868.     13 span_suggestion
 869.     13 "1.56.0"
 870.     13 break_value
 871.     13 trim
 872.     13 101
 873.     13 multipart_suggestion
 874.     13 expect_impl
 875.     13 visibility
 876.     13 "resolve"
 877.     13 construct
 878.     13 "trait_ref"
