🎯 Simple BFS from Main Routine

Starting BFS from: static META

Order | Emoji | Name                          | Calls
 4090 | ❓     | "src/tools/rustfmt/src/types. | 
 4091 | ❓     | 332                           | 
 4092 | ❓     | "event src/tools/rustfmt/src/ | 
 4093 | ❓     | 1113                          | 
 4094 | ❓     | "event src/tools/rustfmt/src/ | 
 4095 | ❓     | "rustfmt_nightly::visitor"    | 
 4096 | ❓     | "src/tools/rustfmt/src/visito | 
 4097 | ❓     | "event src/tools/rustfmt/src/ | 
 4098 | ❓     | "event src/tools/rustfmt/src/ | 
 4099 | ❓     | 279                           | 
 4100 | ❓     | "event compiler/rustc_data_st | 
 4101 | ❓     | "rustc_data_structures::graph | 
 4102 | ❓     | "compiler/rustc_data_structur | 
 4103 | ❓     | "event compiler/rustc_data_st | 
 4104 | ❓     | "event compiler/rustc_data_st | 
 4105 | ❓     | "rustc_data_structures::graph | 
 4106 | ❓     | "compiler/rustc_data_structur | 
 4107 | ❓     | "event compiler/rustc_data_st | 
 4108 | ❓     | "rustc_data_structures::graph | 
 4109 | ❓     | "compiler/rustc_data_structur | 
 4110 | ❓     | "event compiler/rustc_data_st | 
 4111 | ❓     | 410                           | 
 4112 | ❓     | "event compiler/rustc_data_st | 
 4113 | ❓     | 484                           | 
 4114 | ❓     | "walk_unvisited_node"         | 
 4115 | ❓     | "event compiler/rustc_data_st | 
 4116 | ❓     | "event compiler/rustc_data_st | 
 4117 | ❓     | 558                           | 
 4118 | ❓     | "event compiler/rustc_data_st | 
 4119 | ❓     | "node"                        | 
 4120 | ❓     | "event compiler/rustc_data_st | 
 4121 | ❓     | "successor_node"              | 
 4122 | ❓     | "event compiler/rustc_data_st | 
 4123 | ❓     | "event compiler/rustc_data_st | 
 4124 | ❓     | "successor_min_depth"         | 
 4125 | ❓     | "event compiler/rustc_data_st | 
 4126 | ❓     | "event compiler/rustc_data_st | 
 4127 | ❓     | "successor_scc_index"         | 
 4128 | ❓     | "event compiler/rustc_data_st | 
 4129 | ❓     | 637                           | 
 4130 | ❓     | "event compiler/rustc_data_st | 
 4131 | ❓     | "event compiler/rustc_data_st | 
 4132 | ❓     | 657                           | 
 4133 | ❓     | "event compiler/rustc_data_st | 
 4134 | ❓     | "event compiler/rustc_data_st | 
 4135 | ❓     | "rustc_data_structures::oblig | 
 4136 | ❓     | "compiler/rustc_data_structur | 
 4137 | ❓     | "event compiler/rustc_data_st | 
 4138 | ❓     | "rustc_data_structures::profi | 
 4139 | ❓     | "compiler/rustc_data_structur | 
 4140 | ❓     | "event compiler/rustc_const_e | 
 4141 | ❓     | "rustc_const_eval::check_cons | 
 4142 | ❓     | "compiler/rustc_const_eval/sr | 
 4143 | ❓     | 549                           | 
 4144 | ❓     | "event compiler/rustc_const_e | 
 4145 | ❓     | "event compiler/rustc_const_e | 
 4146 | ❓     | "event compiler/rustc_const_e | 
 4147 | ❓     | "visit_terminator"            | 
 4148 | ❓     | 751                           | 
 4149 | ❓     | "terminator"                  | 
 4150 | ❓     | "event compiler/rustc_const_e | 
 4151 | ❓     | 790                           | 
 4152 | ❓     | "event compiler/rustc_const_e | 
 4153 | ❓     | "rustc_const_eval::check_cons | 
 4154 | ❓     | "compiler/rustc_const_eval/sr | 
 4155 | ❓     | "event compiler/rustc_const_e | 
 4156 | ❓     | "event compiler/rustc_const_e | 
 4157 | ❓     | "rustc_const_eval::check_cons | 
 4158 | ❓     | "compiler/rustc_const_eval/sr | 
 4159 | ❓     | "event compiler/rustc_const_e | 
 4160 | ❓     | "in_any_value_of_ty"          | 
 4161 | ❓     | "rustc_const_eval::check_cons | 
 4162 | ❓     | "compiler/rustc_const_eval/sr | 
 4163 | ❓     | "event compiler/rustc_const_e | 
 4164 | ❓     | "eval_body_using_ecx"         | 
 4165 | ❓     | "rustc_const_eval::const_eval | 
 4166 | ❓     | "compiler/rustc_const_eval/sr | 
 4167 | ❓     | 28                            | 
 4168 | ❓     | "cid"                         | 
 4169 | ❓     | "event compiler/rustc_const_e | 
 4170 | ❓     | "event compiler/rustc_const_e | 
 4171 | ❓     | 148                           | 
 4172 | ❓     | "op_to_const"                 | 
 4173 | ❓     | 177                           | 
 4174 | ❓     | "for_diagnostics"             | 
 4175 | ❓     | "event compiler/rustc_const_e | 
 4176 | ❓     | "immediate"                   | 
 4177 | ❓     | "event compiler/rustc_const_e | 
 4178 | ❓     | "turn_into_const_value"       | 
 4179 | ❓     | "event compiler/rustc_const_e | 
 4180 | ❓     | "eval_to_const_value_raw_prov | 
 4181 | ❓     | 290                           | 
 4182 | ❓     | "eval_static_initializer_prov | 
 4183 | ❓     | 298                           | 
 4184 | ❓     | "eval_to_allocation_raw_provi | 
 4185 | ❓     | "event compiler/rustc_const_e | 
 4186 | ❓     | "event compiler/rustc_const_e | 
 4187 | ❓     | "rustc_const_eval::const_eval | 
 4188 | ❓     | "compiler/rustc_const_eval/sr | 
 4189 | ❓     | "branches"                    | 
 4190 | ❓     | "rustc_const_eval::const_eval | 
 4191 | ❓     | "compiler/rustc_const_eval/sr | 
 4192 | ❓     | "field_count"                 | 
 4193 | ❓     | "num_nodes"                   | 
 4194 | ❓     | "event compiler/rustc_const_e | 
 4195 | ❓     | "slice_branches"              | 
 4196 | ❓     | "const_to_valtree_inner"      | 
 4197 | ❓     | 73                            | 
 4198 | ❓     | "event compiler/rustc_const_e | 
 4199 | ❓     | "event compiler/rustc_const_e | 
 4200 | ❓     | "last_valtree"                | 
 4201 | ❓     | "create_valtree_place"        | 
 4202 | ❓     | "valtree"                     | 
 4203 | ❓     | "event compiler/rustc_const_e | 
 4204 | ❓     | "event compiler/rustc_const_e | 
 4205 | ❓     | "valtree_to_const_value"      | 
 4206 | ❓     | "event compiler/rustc_const_e | 
 4207 | ❓     | "event compiler/rustc_const_e | 
 4208 | ❓     | "pointee_place"               | 
 4209 | ❓     | "valtree_into_mplace"         | 
 4210 | ❓     | "event compiler/rustc_const_e | 
 4211 | ❓     | "event compiler/rustc_const_e | 
 4212 | ❓     | "imm"                         | 
 4213 | ❓     | "event compiler/rustc_const_e | 
 4214 | ❓     | "event compiler/rustc_const_e | 
 4215 | ❓     | "place_adjusted"              | 
 4216 | ❓     | "event compiler/rustc_const_e | 
 4217 | ❓     | "i"                           | 
 4218 | ❓     | "inner_valtree"               | 
 4219 | ❓     | "event compiler/rustc_const_e | 
 4220 | ❓     | 425                           | 
 4221 | ❓     | "place_inner"                 | 
 4222 | ❓     | "event compiler/rustc_const_e | 
 4223 | ❓     | 430                           | 
 4224 | ❓     | "event compiler/rustc_const_e | 
 4225 | ❓     | "event compiler/rustc_const_e | 
 4226 | ❓     | "try_destructure_mir_constant | 
 4227 | ❓     | "rustc_const_eval::const_eval | 
 4228 | ❓     | "compiler/rustc_const_eval/sr | 
 4229 | ❓     | "tag_for_variant_provider"    | 
 4230 | ❓     | "event compiler/rustc_const_e | 
 4231 | ❓     | "rustc_const_eval::interpret: | 
 4232 | ❓     | "compiler/rustc_const_eval/sr | 
 4233 | ❓     | 261                           | 
 4234 | ❓     | "init_stack_frame"            | 
 4235 | ❓     | "caller_fn_abi"               | 
 4236 | ❓     | "with_caller_location"        | 
 4237 | ❓     | "cont"                        | 
 4238 | ❓     | "step"                        | 
 4239 | ❓     | "tracing_separate_thread"     | 
 4240 | ❓     | "event compiler/rustc_const_e | 
 4241 | ❓     | "event compiler/rustc_const_e | 
 4242 | ❓     | "fn_val"                      | 
 4243 | ❓     | "event compiler/rustc_const_e | 
 4244 | ❓     | "event compiler/rustc_const_e | 
 4245 | ❓     | 615                           | 
 4246 | ❓     | "event compiler/rustc_const_e | 
 4247 | ❓     | "event compiler/rustc_const_e | 
 4248 | ❓     | 709                           | 
 4249 | ❓     | 746                           | 
 4250 | ❓     | "event compiler/rustc_const_e | 
 4251 | ❓     | 767                           | 
 4252 | ❓     | "event compiler/rustc_const_e | 
 4253 | ❓     | "return_from_current_stack_fr | 
 4254 | ❓     | "unwinding"                   | 
 4255 | ❓     | "event compiler/rustc_const_e | 
 4256 | ❓     | 876                           | 
 4257 | ❓     | "event compiler/rustc_const_e | 
 4258 | ❓     | 900                           | 
 4259 | ❓     | "rustc_const_eval::interpret: | 
 4260 | ❓     | "compiler/rustc_const_eval/sr | 
 4261 | ❓     | "event compiler/rustc_const_e | 
 4262 | ❓     | 467                           | 
 4263 | ❓     | "write_discriminant"          | 
 4264 | ❓     | "rustc_const_eval::interpret: | 
 4265 | ❓     | "compiler/rustc_const_eval/sr | 
 4266 | ❓     | "variant_index"               | 
 4267 | ❓     | "read_discriminant"           | 
 4268 | ❓     | "event compiler/rustc_const_e | 
 4269 | ❓     | "event compiler/rustc_const_e | 
 4270 | ❓     | "event compiler/rustc_const_e | 
 4271 | ❓     | "layouting"                   | 
 4272 | ❓     | "rustc_const_eval::interpret: | 
 4273 | ❓     | "compiler/rustc_const_eval/sr | 
 4274 | ❓     | "extra_args"                  | 
 4275 | ❓     | "event compiler/rustc_const_e | 
 4276 | ❓     | "instantiate_from_frame_and_n | 
 4277 | ❓     | "frame.instance"              | 
 4278 | ❓     | 346                           | 
 4279 | ❓     | "event compiler/rustc_const_e | 
 4280 | ❓     | "event compiler/rustc_const_e | 
 4281 | ❓     | "event compiler/rustc_const_e | 
 4282 | ❓     | 349                           | 
 4283 | ❓     | "event compiler/rustc_const_e | 
 4284 | ❓     | "event compiler/rustc_const_e | 
 4285 | ❓     | 379                           | 
 4286 | ❓     | "event compiler/rustc_const_e | 
 4287 | ❓     | "const_eval"                  | 
 4288 | ❓     | "event compiler/rustc_const_e | 
 4289 | ❓     | "rustc_const_eval::interpret: | 
 4290 | ❓     | "compiler/rustc_const_eval/sr | 
 4291 | ❓     | "intern_const_alloc_recursive | 
 4292 | ❓     | "intern_kind"                 | 
 4293 | ❓     | "event compiler/rustc_const_e | 
 4294 | ❓     | "base_alloc_id"               | 
 4295 | ❓     | "base_mutability"             | 
 4296 | ❓     | "event compiler/rustc_const_e | 
 4297 | ❓     | "prov"                        | 
 4298 | ❓     | "intern_const_alloc_for_const | 
 4299 | ❓     | "alloc_id"                    | 
 4300 | ❓     | "event compiler/rustc_const_e | 
 4301 | ❓     | "rustc_const_eval::interpret: | 
 4302 | ❓     | "compiler/rustc_const_eval/sr | 
 4303 | ❓     | "deallocate_ptr"              | 
 4304 | ❓     | "rustc_const_eval::interpret: | 
 4305 | ❓     | "compiler/rustc_const_eval/sr | 
 4306 | ❓     | 362                           | 
 4307 | ❓     | "ptr"                         | 
 4308 | ❓     | "old_size_and_align"          | 
 4309 | ❓     | "event compiler/rustc_const_e | 
 4310 | ❓     | "event compiler/rustc_const_e | 
 4311 | ❓     | 1018                          | 
 4312 | ❓     | "event compiler/rustc_const_e | 
 4313 | ❓     | 1035                          | 
 4314 | ❓     | "event compiler/rustc_const_e | 
 4315 | ❓     | 1304                          | 
 4316 | ❓     | "rustc_const_eval::interpret: | 
 4317 | ❓     | "compiler/rustc_const_eval/sr | 
 4318 | ❓     | "mir_place"                   | 
 4319 | ❓     | "event compiler/rustc_const_e | 
 4320 | ❓     | 803                           | 
 4321 | ❓     | 837                           | 
 4322 | ❓     | "mir_op"                      | 
 4323 | ❓     | "event compiler/rustc_const_e | 
 4324 | ❓     | "event compiler/rustc_const_e | 
 4325 | ❓     | "rustc_const_eval::interpret: | 
 4326 | ❓     | "compiler/rustc_const_eval/sr | 
 4327 | ❓     | "event compiler/rustc_const_e | 
 4328 | ❓     | 442                           | 
 4329 | ❓     | "deref_pointer"               | 
 4330 | ❓     | "rustc_const_eval::interpret: | 
 4331 | ❓     | "compiler/rustc_const_eval/sr | 
 4332 | ❓     | "event compiler/rustc_const_e | 
 4333 | ❓     | 468                           | 
 4334 | ❓     | 536                           | 
 4335 | ❓     | "event compiler/rustc_const_e | 
 4336 | ❓     | "write_immediate"             | 
 4337 | ❓     | 608                           | 
 4338 | ❓     | "copy_op_inner"               | 
 4339 | ❓     | 819                           | 
 4340 | ❓     | "allow_transmute"             | 
 4341 | ❓     | "copy_op_no_validate"         | 
 4342 | ❓     | "event compiler/rustc_const_e | 
 4343 | ❓     | 906                           | 
 4344 | ❓     | "force_allocation"            | 
 4345 | ❓     | "event compiler/rustc_const_e | 
 4346 | ❓     | "rustc_const_eval::interpret: | 
 4347 | ❓     | "compiler/rustc_const_eval/sr | 
 4348 | ❓     | 317                           | 
 4349 | ❓     | "project"                     | 
 4350 | ❓     | "base"                        | 
 4351 | ❓     | "proj_elem"                   | 
 4352 | ❓     | "event compiler/rustc_const_e | 
 4353 | ❓     | "rustc_const_eval::interpret: | 
 4354 | ❓     | "compiler/rustc_const_eval/sr | 
 4355 | ❓     | 344                           | 
 4356 | ❓     | "push_stack_frame_raw"        | 
 4357 | ❓     | "event compiler/rustc_const_e | 
 4358 | ❓     | "const_.const_"               | 
 4359 | ❓     | "frame"                       | 
 4360 | ❓     | 407                           | 
 4361 | ❓     | "event compiler/rustc_const_e | 
 4362 | ❓     | "event compiler/rustc_const_e | 
 4363 | ❓     | 579                           | 
 4364 | ❓     | "event compiler/rustc_const_e | 
 4365 | ❓     | 591                           | 
 4366 | ❓     | "event compiler/rustc_const_e | 
 4367 | ❓     | "rustc_const_eval::interpret: | 
 4368 | ❓     | "compiler/rustc_const_eval/sr | 
 4369 | ❓     | "event compiler/rustc_const_e | 
 4370 | ❓     | "event compiler/rustc_const_e | 
 4371 | ❓     | 89                            | 
 4372 | ❓     | "event compiler/rustc_const_e | 
 4373 | ❓     | "write_aggregate"             | 
 4374 | ❓     | "operands"                    | 
 4375 | ❓     | 502                           | 
 4376 | ❓     | "event compiler/rustc_const_e | 
 4377 | ❓     | "event compiler/rustc_const_e | 
 4378 | ❓     | 521                           | 
 4379 | ❓     | "event compiler/rustc_const_e | 
 4380 | ❓     | 610                           | 
 4381 | ❓     | "event compiler/rustc_const_e | 
 4382 | ❓     | 633                           | 
 4383 | ❓     | "event compiler/rustc_const_e | 
 4384 | ❓     | "rustc_const_eval::interpret: | 
 4385 | ❓     | "compiler/rustc_const_eval/sr | 
 4386 | ❓     | "event compiler/rustc_const_e | 
 4387 | ❓     | "rustc_const_eval::interpret: | 
 4388 | ❓     | "compiler/rustc_const_eval/sr | 
 4389 | ❓     | "event compiler/rustc_const_e | 
 4390 | ❓     | "rustc_const_eval::interpret: | 
 4391 | ❓     | "compiler/rustc_const_eval/sr | 
 4392 | ❓     | 187                           | 
 4393 | ❓     | "event compiler/rustc_const_e | 
 4394 | ❓     | 951                           | 
 4395 | ❓     | "event compiler/rustc_const_e | 
 4396 | ❓     | 1132                          | 
 4397 | ❓     | "event compiler/rustc_const_e | 
 4398 | ❓     | 1344                          | 
 4399 | ❓     | "validate_operand"            | 
 4400 | ❓     | 1418                          | 
 4401 | ❓     | "recursive"                   | 
 4402 | ❓     | "reset_provenance_and_padding | 
 4403 | ❓     | "event compiler/rustc_const_e | 
 4404 | ❓     | "rustc_const_eval::interpret: | 
 4405 | ❓     | "compiler/rustc_const_eval/sr | 
 4406 | ❓     | "event compiler/rustc_const_e | 
 4407 | ❓     | "event compiler/rustc_const_e | 
